modComp,t,cum_sales
729,20,34263
729,21,34263
729,22,34263
729,23,34263
729,24,34263
729,25,34263
729,26,34263
729,27,0
729,28,0
729,29,0
729,30,0
729,31,0
729,32,0
729,33,0
729,34,0
729,35,0
729,36,0
729,37,0
129,0,0
129,1,0
129,2,0
129,3,0
129,4,0
129,5,0
129,6,0
129,7,0
129,8,0
129,9,0
129,10,0
129,11,0
129,12,0
129,13,5805
129,14,5805
129,15,5805
129,16,5805
129,17,5805
129,18,5805
129,19,5805
129,20,5805
129,21,5805
129,22,5805
129,23,5805
129,24,5805
129,25,5805
129,26,0
129,27,0
129,28,0
129,29,0
129,30,0
129,31,0
129,32,0
129,33,0
129,34,0
129,35,0
129,36,0
129,37,0
929,0,0
929,1,0
929,2,0
929,3,0
929,4,0
929,5,0
929,6,40876
929,7,40876
929,8,40876
929,9,40876
929,10,40876
929,11,40876
929,12,40876
929,13,40876
929,14,40876
929,15,40876
929,16,40876
929,17,40876
929,18,40876
929,19,40876
929,20,40876
929,21,40876
929,22,40876
929,23,0
929,24,0
929,25,0
929,26,0
929,27,0
929,28,0
929,29,0
929,30,0
929,31,0
929,32,0
929,33,0
929,34,0
929,35,0
929,36,0
929,37,0
329,0,0
329,1,0
329,2,0
329,3,0
329,4,0
329,5,0
329,6,0
329,7,0
329,8,0
329,9,0
329,10,0
329,11,0
329,12,0
329,13,0
329,14,0
329,15,0
329,16,0
329,17,0
329,18,0
329,19,0
329,20,0
329,21,15792
329,22,15792
329,23,15792
329,24,15792
329,25,15792
329,26,15792
329,27,15792
329,28,15792
329,29,15792
329,30,15792
329,31,15792
329,32,15792
329,33,0
329,34,0
329,35,0
329,36,0
329,37,0
629,0,0
629,1,0
629,2,0
629,3,0
629,4,0
629,5,0
629,6,0
629,7,0
629,8,0
629,9,0
629,10,0
629,11,0
629,12,0
629,13,0
629,14,0
629,15,0
629,16,0
629,17,0
629,18,0
629,19,0
629,20,0
629,21,0
629,22,0
629,23,0
629,24,0
629,25,0
629,26,0
629,27,0
629,28,0
629,29,10064
629,30,10064
629,31,10064
629,32,10064
629,33,10064
629,34,10064
629,35,10064
629,36,10064
629,37,10064
425,0,24225
425,1,24225
425,2,24225
425,3,24225
425,4,24225
425,5,24225
425,6,24225
425,7,24225
425,8,24225
425,9,24225
425,10,24225
425,11,24225
425,12,24225
425,13,24225
425,14,24225
425,15,24225
425,16,24225
425,17,0
425,18,0
425,19,0
425,20,0
425,21,0
425,22,0
425,23,0
425,24,0
425,25,0
425,26,0
425,27,0
425,28,0
425,29,0
425,30,0
425,31,0
425,32,0
425,33,0
425,34,0
425,35,0
425,36,0
425,37,0
25,0,0
25,1,0
25,2,0
25,3,0
25,4,0
25,5,0
25,6,0
25,7,0
25,8,0
25,9,0
25,10,0
25,11,0
25,12,0
25,13,1425
25,14,1425
25,15,1425
25,16,1425
25,17,1425
25,18,1425
25,19,1425
25,20,1425
25,21,1425
25,22,1425
25,23,1425
25,24,1425
25,25,2175
25,26,2175
25,27,2175
25,28,750
25,29,750
25,30,750
25,31,750
25,32,750
25,33,750
25,34,750
25,35,750
25,36,750
25,37,0
825,0,0
825,1,0
825,2,0
825,3,0
825,4,0
825,5,0
825,6,0
825,7,0
825,8,55275
825,9,55275
825,10,55275
825,11,55275
825,12,55275
825,13,55275
825,14,55275
825,15,55275
825,16,55275
825,17,55275
825,18,55275
825,19,55275
825,20,55275
825,21,55275
825,22,55275
825,23,55275
825,24,0
825,25,0
825,26,0
825,27,0
825,28,0
825,29,0
825,30,0
825,31,0
825,32,0
825,33,0
825,34,0
825,35,0
825,36,0
825,37,0
525,0,0
525,1,0
525,2,0
525,3,0
525,4,0
525,5,0
525,6,0
525,7,0
525,8,28875
525,9,28875
525,10,28875
525,11,28875
525,12,28875
525,13,28875
525,14,28875
525,15,28875
525,16,28875
525,17,28875
525,18,28875
525,19,28875
525,20,28875
525,21,28875
525,22,28875
525,23,28875
525,24,28875
525,25,28875
525,26,28875
525,27,0
525,28,0
525,29,0
525,30,0
525,31,0
525,32,0
525,33,0
525,34,0
525,35,0
525,36,0
525,37,0
725,0,0
725,1,0
725,2,0
725,3,0
725,4,0
725,5,0
725,6,0
725,7,0
725,8,34075
725,9,34075
725,10,34075
725,11,34075
725,12,34075
725,13,34075
725,14,34075
725,15,34075
725,16,0
725,17,34075
725,18,34075
725,19,34075
725,20,34075
725,21,34075
725,22,34075
725,23,34075
725,24,34075
725,25,34075
725,26,34075
725,27,0
725,28,0
725,29,0
725,30,0
725,31,0
725,32,0
725,33,0
725,34,0
725,35,0
725,36,0
725,37,0
925,0,0
925,1,0
925,2,0
925,3,0
925,4,0
925,5,0
925,6,40700
925,7,40700
925,8,40700
925,9,40700
925,10,40700
925,11,40700
925,12,40700
925,13,40700
925,14,40700
925,15,40700
925,16,40700
925,17,40700
925,18,40700
925,19,40700
925,20,40700
925,21,40700
925,22,40700
925,23,0
925,24,0
925,25,0
925,26,0
925,27,0
925,28,0
925,29,0
925,30,0
925,31,0
925,32,0
925,33,0
925,34,0
925,35,0
925,36,0
925,37,0
325,0,0
325,1,0
325,2,0
325,3,0
325,4,0
325,5,0
325,6,0
325,7,0
325,8,0
325,9,0
325,10,0
325,11,0
325,12,0
325,13,0
325,14,0
325,15,0
325,16,0
325,17,0
325,18,0
325,19,0
325,20,0
325,21,15600
325,22,15600
325,23,15600
325,24,15600
325,25,15600
325,26,15600
325,27,15600
325,28,15600
325,29,15600
325,30,15600
325,31,15600
325,32,15600
325,33,0
325,34,0
325,35,0
325,36,0
325,37,0
413,0,23541
413,1,23541
413,2,23541
413,3,23541
413,4,23541
413,5,23541
413,6,23541
413,7,23541
413,8,23541
413,9,23541
413,10,23541
413,11,23541
413,12,23541
413,13,23541
413,14,23541
413,15,23541
413,16,23541
413,17,0
413,18,0
413,19,0
413,20,0
413,21,0
413,22,0
413,23,0
413,24,0
413,25,0
413,26,0
413,27,0
413,28,0
413,29,0
413,30,0
413,31,0
413,32,0
413,33,0
413,34,0
413,35,0
413,36,0
413,37,0
13,0,0
13,1,0
13,2,0
13,3,0
13,4,0
13,5,0
13,6,0
13,7,0
13,8,0
13,9,0
13,10,0
13,11,0
13,12,0
13,13,1326
13,14,1326
13,15,1326
13,16,1326
13,17,1326
13,18,1326
13,19,1326
13,20,1326
13,21,1326
13,22,1326
13,23,1326
13,24,1326
13,25,1326
13,26,741
13,27,741
13,28,0
13,29,0
13,30,0
13,31,0
13,32,0
13,33,0
13,34,0
13,35,0
13,36,0
13,37,0
813,0,0
813,1,0
813,2,0
813,3,0
813,4,0
813,5,0
813,6,0
813,7,0
813,8,54471
813,9,54471
813,10,54471
813,11,54471
813,12,54471
813,13,54471
813,14,54471
813,15,54471
813,16,54471
813,17,54471
813,18,54471
813,19,54471
813,20,54471
813,21,54471
813,22,54471
813,23,54471
813,24,0
813,25,0
813,26,0
813,27,0
813,28,0
813,29,0
813,30,0
813,31,0
813,32,0
813,33,0
813,34,0
813,35,0
813,36,0
813,37,0
513,0,0
513,1,0
513,2,0
513,3,0
513,4,0
513,5,0
513,6,0
513,7,0
513,8,28215
513,9,28215
513,10,28215
513,11,28215
513,12,28215
513,13,28215
513,14,28215
513,15,28215
513,16,28215
513,17,28215
513,18,28215
513,19,28215
513,20,28215
513,21,28215
513,22,28215
513,23,28215
513,24,28215
513,25,28215
513,26,28215
513,27,0
513,28,0
513,29,0
513,30,0
513,31,0
513,32,0
513,33,0
513,34,0
513,35,0
513,36,0
513,37,0
113,0,0
113,1,0
113,2,0
113,3,0
113,4,0
113,5,0
113,6,0
113,7,0
113,8,0
113,9,0
113,10,0
113,11,0
113,12,0
113,13,5085
113,14,5085
113,15,5085
113,16,5085
113,17,5085
113,18,5085
113,19,5085
113,20,5085
113,21,5085
113,22,5085
113,23,5085
113,24,5085
113,25,5085
113,26,0
113,27,0
113,28,0
113,29,0
113,30,0
113,31,0
113,32,0
113,33,0
113,34,0
113,35,0
113,36,0
113,37,0
313,0,0
313,1,0
313,2,0
313,3,0
313,4,0
313,5,0
313,6,0
313,7,0
313,8,0
313,9,0
313,10,0
313,11,0
313,12,0
313,13,0
313,14,0
313,15,0
313,16,0
313,17,0
313,18,0
313,19,0
313,20,0
313,21,15024
313,22,15024
313,23,15024
313,24,15024
313,25,15024
313,26,15024
313,27,15024
313,28,15024
313,29,15024
313,30,15024
313,31,15024
313,32,15024
313,33,0
313,34,0
313,35,0
313,36,0
313,37,0
28,0,0
28,1,0
28,2,0
28,3,0
28,4,0
28,5,0
28,6,0
28,7,0
28,8,0
28,9,0
28,10,0
28,11,0
28,12,0
28,13,1596
28,14,1596
28,15,1596
28,16,1596
28,17,1596
28,18,1596
28,19,1596
28,20,1596
28,21,1596
28,22,1596
28,23,1596
28,24,1596
28,25,2436
28,26,2436
28,27,2436
28,28,840
28,29,840
28,30,840
28,31,840
28,32,840
28,33,840
28,34,840
28,35,840
28,36,840
28,37,0
48,0,2736
48,1,2736
48,2,2736
48,3,2736
48,4,2736
48,5,2736
48,6,2736
48,7,2736
48,8,2736
48,9,2736
48,10,2736
48,11,2736
48,12,2736
48,13,2736
48,14,2736
48,15,2736
48,16,2736
48,17,0
48,18,0
48,19,0
48,20,0
48,21,0
48,22,0
48,23,0
48,24,0
48,25,0
48,26,0
48,27,0
48,28,0
48,29,0
48,30,0
48,31,0
48,32,0
48,33,0
48,34,0
48,35,0
48,36,0
48,37,0
8,0,0
8,1,0
8,2,0
8,3,0
8,4,0
8,5,0
8,6,0
8,7,0
8,8,0
8,9,0
8,10,0
8,11,0
8,12,0
8,13,456
8,14,456
8,15,456
8,16,456
8,17,456
8,18,456
8,19,456
8,20,456
8,21,456
8,22,456
8,23,456
8,24,456
8,25,456
8,26,456
8,27,456
8,28,0
8,29,0
8,30,0
8,31,0
8,32,0
8,33,0
8,34,0
8,35,0
8,36,0
8,37,0
88,0,0
88,1,0
88,2,0
88,3,0
88,4,0
88,5,0
88,6,0
88,7,0
88,8,5896
88,9,5896
88,10,5896
88,11,5896
88,12,5896
88,13,5896
88,14,5896
88,15,5896
88,16,5896
88,17,5896
88,18,5896
88,19,5896
88,20,5896
88,21,5896
88,22,5896
88,23,5896
88,24,0
88,25,0
88,26,0
88,27,0
88,28,0
88,29,0
88,30,0
88,31,0
88,32,0
88,33,0
88,34,0
88,35,0
88,36,0
88,37,0
58,0,0
58,1,0
58,2,0
58,3,0
58,4,0
58,5,0
58,6,0
58,7,0
58,8,3190
58,9,3190
58,10,3190
58,11,3190
58,12,3190
58,13,3190
58,14,3190
58,15,3190
58,16,3190
58,17,3190
58,18,3190
58,19,3190
58,20,3190
58,21,3190
58,22,3190
58,23,3190
58,24,3190
58,25,3190
58,26,3190
58,27,0
58,28,0
58,29,0
58,30,0
58,31,0
58,32,0
58,33,0
58,34,0
58,35,0
58,36,0
58,37,0
78,0,0
78,1,0
78,2,0
78,3,0
78,4,0
78,5,0
78,6,0
78,7,0
78,8,3666
78,9,3666
78,10,3666
78,11,3666
78,12,3666
78,13,3666
78,14,3666
78,15,3666
78,16,0
78,17,3666
78,18,3666
78,19,3666
78,20,3666
78,21,3666
78,22,3666
78,23,3666
78,24,3666
78,25,3666
78,26,3666
78,27,0
78,28,0
78,29,0
78,30,0
78,31,0
78,32,0
78,33,0
78,34,0
78,35,0
78,36,0
78,37,0
18,0,0
18,1,0
18,2,0
18,3,0
18,4,0
18,5,0
18,6,0
18,7,0
18,8,0
18,9,0
18,10,0
18,11,0
18,12,0
18,13,1836
18,14,1836
18,15,1836
18,16,1836
18,17,1836
18,18,1836
18,19,1836
18,20,1836
18,21,1836
18,22,1836
18,23,1836
18,24,1836
18,25,1836
18,26,1026
18,27,1026
18,28,0
18,29,0
18,30,0
18,31,0
18,32,0
18,33,0
18,34,0
18,35,0
18,36,0
18,37,0
98,0,0
98,1,0
98,2,0
98,3,0
98,4,0
98,5,0
98,6,4312
98,7,4312
98,8,4312
98,9,4312
98,10,4312
98,11,4312
98,12,4312
98,13,4312
98,14,4312
98,15,4312
98,16,4312
98,17,4312
98,18,4312
98,19,4312
98,20,4312
98,21,4312
98,22,4312
98,23,0
98,24,0
98,25,0
98,26,0
98,27,0
98,28,0
98,29,0
98,30,0
98,31,0
98,32,0
98,33,0
98,34,0
98,35,0
98,36,0
98,37,0
38,0,0
38,1,0
38,2,0
38,3,0
38,4,0
38,5,0
38,6,0
38,7,0
38,8,0
38,9,0
38,10,0
38,11,0
38,12,0
38,13,0
38,14,0
38,15,0
38,16,0
38,17,0
38,18,0
38,19,0
38,20,0
38,21,1824
38,22,1824
38,23,1824
38,24,1824
38,25,1824
38,26,1824
38,27,1824
38,28,1824
38,29,1824
38,30,1824
38,31,1824
38,32,1824
38,33,0
38,34,0
38,35,0
38,36,0
38,37,0
226,0,0
226,1,0
226,2,0
226,3,0
226,4,0
226,5,0
226,6,0
226,7,0
226,8,0
226,9,0
226,10,0
226,11,0
226,12,0
226,13,0
226,14,0
226,15,0
226,16,0
226,17,0
226,18,0
226,19,0
226,20,0
226,21,0
226,22,0
226,23,0
226,24,0
226,25,6780
226,26,6780
226,27,6780
226,28,6780
226,29,6780
226,30,6780
226,31,6780
226,32,6780
226,33,6780
226,34,6780
226,35,6780
226,36,6780
226,37,0
426,0,24282
426,1,24282
426,2,24282
426,3,24282
426,4,24282
426,5,24282
426,6,24282
426,7,24282
426,8,24282
426,9,24282
426,10,24282
426,11,24282
426,12,24282
426,13,24282
426,14,24282
426,15,24282
426,16,24282
426,17,0
426,18,0
426,19,0
426,20,0
426,21,0
426,22,0
426,23,0
426,24,0
426,25,0
426,26,0
426,27,0
426,28,0
426,29,0
426,30,0
426,31,0
426,32,0
426,33,0
426,34,0
426,35,0
426,36,0
426,37,0
826,0,0
826,1,0
826,2,0
826,3,0
826,4,0
826,5,0
826,6,0
826,7,0
826,8,55342
826,9,55342
826,10,55342
826,11,55342
826,12,55342
826,13,55342
826,14,55342
826,15,55342
826,16,55342
826,17,55342
826,18,55342
826,19,55342
826,20,55342
826,21,55342
826,22,55342
826,23,55342
826,24,0
826,25,0
826,26,0
826,27,0
826,28,0
826,29,0
826,30,0
826,31,0
826,32,0
826,33,0
826,34,0
826,35,0
826,36,0
826,37,0
526,0,0
526,1,0
526,2,0
526,3,0
526,4,0
526,5,0
526,6,0
526,7,0
526,8,28930
526,9,28930
526,10,28930
526,11,28930
526,12,28930
526,13,28930
526,14,28930
526,15,28930
526,16,28930
526,17,28930
526,18,28930
526,19,28930
526,20,28930
526,21,28930
526,22,28930
526,23,28930
526,24,28930
526,25,28930
526,26,28930
526,27,0
526,28,0
526,29,0
526,30,0
526,31,0
526,32,0
526,33,0
526,34,0
526,35,0
526,36,0
526,37,0
126,0,0
126,1,0
126,2,0
126,3,0
126,4,0
126,5,0
126,6,0
126,7,0
126,8,0
126,9,0
126,10,0
126,11,0
126,12,0
126,13,5670
126,14,5670
126,15,5670
126,16,5670
126,17,5670
126,18,5670
126,19,5670
126,20,5670
126,21,5670
126,22,5670
126,23,5670
126,24,5670
126,25,5670
126,26,0
126,27,0
126,28,0
126,29,0
126,30,0
126,31,0
126,32,0
126,33,0
126,34,0
126,35,0
126,36,0
126,37,0
926,0,0
926,1,0
926,2,0
926,3,0
926,4,0
926,5,0
926,6,40744
926,7,40744
926,8,40744
926,9,40744
926,10,40744
926,11,40744
926,12,40744
926,13,40744
926,14,40744
926,15,40744
926,16,40744
926,17,40744
926,18,40744
926,19,40744
926,20,40744
926,21,40744
926,22,40744
926,23,0
926,24,0
926,25,0
926,26,0
926,27,0
926,28,0
926,29,0
926,30,0
926,31,0
926,32,0
926,33,0
926,34,0
926,35,0
926,36,0
926,37,0
326,0,0
326,1,0
326,2,0
326,3,0
326,4,0
326,5,0
326,6,0
326,7,0
326,8,0
326,9,0
326,10,0
326,11,0
326,12,0
326,13,0
326,14,0
326,15,0
326,16,0
326,17,0
326,18,0
326,19,0
326,20,0
326,21,15648
326,22,15648
326,23,15648
326,24,15648
326,25,15648
326,26,15648
326,27,15648
326,28,15648
326,29,15648
326,30,15648
326,31,15648
326,32,15648
326,33,0
326,34,0
326,35,0
326,36,0
326,37,0
218,0,0
218,1,0
218,2,0
218,3,0
218,4,0
218,5,0
218,6,0
218,7,0
218,8,0
218,9,0
218,10,0
218,11,0
218,12,0
218,13,0
218,14,0
218,15,0
218,16,0
218,17,0
218,18,0
218,19,0
218,20,0
218,21,0
218,22,0
218,23,0
218,24,0
218,25,6540
218,26,6540
218,27,6540
218,28,6540
218,29,6540
218,30,6540
218,31,6540
218,32,6540
218,33,6540
218,34,6540
218,35,6540
218,36,6540
218,37,0
418,0,23826
418,1,23826
418,2,23826
418,3,23826
418,4,23826
418,5,23826
418,6,23826
418,7,23826
418,8,23826
418,9,23826
418,10,23826
418,11,23826
418,12,23826
418,13,23826
418,14,23826
418,15,23826
418,16,23826
418,17,0
418,18,0
418,19,0
418,20,0
418,21,0
418,22,0
418,23,0
418,24,0
418,25,0
418,26,0
418,27,0
418,28,0
418,29,0
418,30,0
418,31,0
418,32,0
418,33,0
418,34,0
418,35,0
418,36,0
418,37,0
818,0,0
818,1,0
818,2,0
818,3,0
818,4,0
818,5,0
818,6,0
818,7,0
818,8,54806
818,9,54806
818,10,54806
818,11,54806
818,12,54806
818,13,54806
818,14,54806
818,15,54806
818,16,54806
818,17,54806
818,18,54806
818,19,54806
818,20,54806
818,21,54806
818,22,54806
818,23,54806
818,24,0
818,25,0
818,26,0
818,27,0
818,28,0
818,29,0
818,30,0
818,31,0
818,32,0
818,33,0
818,34,0
818,35,0
818,36,0
818,37,0
518,0,0
518,1,0
518,2,0
518,3,0
518,4,0
518,5,0
518,6,0
518,7,0
518,8,28490
518,9,28490
518,10,28490
518,11,28490
518,12,28490
518,13,28490
518,14,28490
518,15,28490
518,16,28490
518,17,28490
518,18,28490
518,19,28490
518,20,28490
518,21,28490
518,22,28490
518,23,28490
518,24,28490
518,25,28490
518,26,28490
518,27,0
518,28,0
518,29,0
518,30,0
518,31,0
518,32,0
518,33,0
518,34,0
518,35,0
518,36,0
518,37,0
718,0,0
718,1,0
718,2,0
718,3,0
718,4,0
718,5,0
718,6,0
718,7,0
718,8,33746
718,9,33746
718,10,33746
718,11,33746
718,12,33746
718,13,33746
718,14,33746
718,15,33746
718,16,0
718,17,33746
718,18,33746
718,19,33746
718,20,33746
718,21,33746
718,22,33746
718,23,33746
718,24,33746
718,25,33746
718,26,33746
718,27,0
718,28,0
718,29,0
718,30,0
718,31,0
718,32,0
718,33,0
718,34,0
718,35,0
718,36,0
718,37,0
118,0,0
118,1,0
118,2,0
118,3,0
118,4,0
118,5,0
118,6,0
118,7,0
118,8,0
118,9,0
118,10,0
118,11,0
118,12,0
118,13,5310
118,14,5310
118,15,5310
118,16,5310
118,17,5310
118,18,5310
118,19,5310
118,20,5310
118,21,5310
118,22,5310
118,23,5310
118,24,5310
118,25,5310
118,26,0
118,27,0
118,28,0
118,29,0
118,30,0
118,31,0
118,32,0
118,33,0
118,34,0
118,35,0
118,36,0
118,37,0
318,0,0
318,1,0
318,2,0
318,3,0
318,4,0
318,5,0
318,6,0
318,7,0
318,8,0
318,9,0
318,10,0
318,11,0
318,12,0
318,13,0
318,14,0
318,15,0
318,16,0
318,17,0
318,18,0
318,19,0
318,20,0
318,21,15264
318,22,15264
318,23,15264
318,24,15264
318,25,15264
318,26,15264
318,27,15264
318,28,15264
318,29,15264
318,30,15264
318,31,15264
318,32,15264
318,33,0
318,34,0
318,35,0
318,36,0
318,37,0
618,0,0
618,1,0
618,2,0
618,3,0
618,4,0
618,5,0
618,6,0
618,7,0
618,8,0
618,9,0
618,10,0
618,11,0
618,12,0
618,13,0
618,14,0
618,15,0
618,16,0
618,17,0
618,18,0
618,19,0
618,20,0
618,21,0
618,22,0
618,23,0
618,24,0
618,25,0
618,26,0
618,27,0
618,28,0
618,29,9888
618,30,9888
618,31,9888
618,32,9888
618,33,9888
618,34,9888
618,35,9888
618,36,9888
618,37,9888
41,0,2337
41,1,2337
41,2,2337
41,3,2337
41,4,2337
41,5,2337
41,6,2337
41,7,2337
41,8,2337
41,9,2337
41,10,2337
41,11,2337
41,12,2337
41,13,2337
41,14,2337
41,15,2337
41,16,2337
41,17,0
41,18,0
41,19,0
41,20,0
41,21,0
41,22,0
41,23,0
41,24,0
41,25,0
41,26,0
41,27,0
41,28,0
41,29,0
41,30,0
41,31,0
41,32,0
41,33,0
41,34,0
41,35,0
41,36,0
41,37,0
1,0,0
1,1,0
1,2,0
1,3,0
1,4,0
1,5,0
1,6,0
1,7,0
1,8,0
1,9,0
1,10,0
1,11,0
1,12,0
1,13,57
1,14,57
1,15,57
1,16,57
1,17,57
1,18,57
1,19,57
1,20,57
1,21,57
1,22,57
1,23,57
1,24,57
1,25,57
1,26,57
1,27,57
1,28,0
1,29,0
1,30,0
1,31,0
1,32,0
1,33,0
1,34,0
1,35,0
1,36,0
1,37,0
81,0,0
81,1,0
81,2,0
81,3,0
81,4,0
81,5,0
81,6,0
81,7,0
81,8,5427
81,9,5427
81,10,5427
81,11,5427
81,12,5427
81,13,5427
81,14,5427
81,15,5427
81,16,5427
81,17,5427
81,18,5427
81,19,5427
81,20,5427
81,21,5427
81,22,5427
81,23,5427
81,24,0
81,25,0
81,26,0
81,27,0
81,28,0
81,29,0
81,30,0
81,31,0
81,32,0
81,33,0
81,34,0
81,35,0
81,36,0
81,37,0
51,0,0
51,1,0
51,2,0
51,3,0
51,4,0
51,5,0
51,6,0
51,7,0
51,8,2805
51,9,2805
51,10,2805
51,11,2805
51,12,2805
51,13,2805
51,14,2805
51,15,2805
51,16,2805
51,17,2805
51,18,2805
51,19,2805
51,20,2805
51,21,2805
51,22,2805
51,23,2805
51,24,2805
51,25,2805
51,26,2805
51,27,0
51,28,0
51,29,0
51,30,0
51,31,0
51,32,0
51,33,0
51,34,0
51,35,0
51,36,0
51,37,0
71,0,0
71,1,0
71,2,0
71,3,0
71,4,0
71,5,0
71,6,0
71,7,0
71,8,3337
71,9,3337
71,10,3337
71,11,3337
71,12,3337
71,13,3337
71,14,3337
71,15,3337
71,16,0
71,17,3337
71,18,3337
71,19,3337
71,20,3337
71,21,3337
71,22,3337
71,23,3337
71,24,3337
71,25,3337
71,26,3337
71,27,0
71,28,0
71,29,0
71,30,0
71,31,0
71,32,0
71,33,0
71,34,0
71,35,0
71,36,0
71,37,0
11,0,0
11,1,0
11,2,0
11,3,0
11,4,0
11,5,0
11,6,0
11,7,0
11,8,0
11,9,0
11,10,0
11,11,0
11,12,0
11,13,1122
11,14,1122
11,15,1122
11,16,1122
11,17,1122
11,18,1122
11,19,1122
11,20,1122
11,21,1122
11,22,1122
11,23,1122
11,24,1122
11,25,1122
11,26,627
11,27,627
11,28,0
11,29,0
11,30,0
11,31,0
11,32,0
11,33,0
11,34,0
11,35,0
11,36,0
11,37,0
91,0,0
91,1,0
91,2,0
91,3,0
91,4,0
91,5,0
91,6,4004
91,7,4004
91,8,4004
91,9,4004
91,10,4004
91,11,4004
91,12,4004
91,13,4004
91,14,4004
91,15,4004
91,16,4004
91,17,4004
91,18,4004
91,19,4004
91,20,4004
91,21,4004
91,22,4004
91,23,0
91,24,0
91,25,0
91,26,0
91,27,0
91,28,0
91,29,0
91,30,0
91,31,0
91,32,0
91,33,0
91,34,0
91,35,0
91,36,0
91,37,0
214,0,0
214,1,0
214,2,0
214,3,0
214,4,0
214,5,0
214,6,0
214,7,0
214,8,0
214,9,0
214,10,0
214,11,0
214,12,0
214,13,0
214,14,0
214,15,0
214,16,0
214,17,0
214,18,0
214,19,0
214,20,0
214,21,0
214,22,0
214,23,0
214,24,0
214,25,6420
214,26,6420
214,27,6420
214,28,6420
214,29,6420
214,30,6420
214,31,6420
214,32,6420
214,33,6420
214,34,6420
214,35,6420
214,36,6420
214,37,0
414,0,23598
414,1,23598
414,2,23598
414,3,23598
414,4,23598
414,5,23598
414,6,23598
414,7,23598
414,8,23598
414,9,23598
414,10,23598
414,11,23598
414,12,23598
414,13,23598
414,14,23598
414,15,23598
414,16,23598
414,17,0
414,18,0
414,19,0
414,20,0
414,21,0
414,22,0
414,23,0
414,24,0
414,25,0
414,26,0
414,27,0
414,28,0
414,29,0
414,30,0
414,31,0
414,32,0
414,33,0
414,34,0
414,35,0
414,36,0
414,37,0
14,0,0
14,1,0
14,2,0
14,3,0
14,4,0
14,5,0
14,6,0
14,7,0
14,8,0
14,9,0
14,10,0
14,11,0
14,12,0
14,13,1428
14,14,1428
14,15,1428
14,16,1428
14,17,1428
14,18,1428
14,19,1428
14,20,1428
14,21,1428
14,22,1428
14,23,1428
14,24,1428
14,25,1428
14,26,798
14,27,798
14,28,0
14,29,0
14,30,0
14,31,0
14,32,0
14,33,0
14,34,0
14,35,0
14,36,0
14,37,0
814,0,0
814,1,0
814,2,0
814,3,0
814,4,0
814,5,0
814,6,0
814,7,0
814,8,54538
814,9,54538
814,10,54538
814,11,54538
814,12,54538
814,13,54538
814,14,54538
814,15,54538
814,16,54538
814,17,54538
814,18,54538
814,19,54538
814,20,54538
814,21,54538
814,22,54538
814,23,54538
814,24,0
814,25,0
814,26,0
814,27,0
814,28,0
814,29,0
814,30,0
814,31,0
814,32,0
814,33,0
814,34,0
814,35,0
814,36,0
814,37,0
514,0,0
514,1,0
514,2,0
514,3,0
514,4,0
514,5,0
514,6,0
514,7,0
514,8,28270
514,9,28270
514,10,28270
514,11,28270
514,12,28270
514,13,28270
514,14,28270
514,15,28270
514,16,28270
514,17,28270
514,18,28270
514,19,28270
514,20,28270
514,21,28270
514,22,28270
514,23,28270
514,24,28270
514,25,28270
514,26,28270
514,27,0
514,28,0
514,29,0
514,30,0
514,31,0
514,32,0
514,33,0
514,34,0
514,35,0
514,36,0
514,37,0
714,0,0
714,1,0
714,2,0
714,3,0
714,4,0
714,5,0
714,6,0
714,7,0
714,8,33558
714,9,33558
714,10,33558
714,11,33558
714,12,33558
714,13,33558
714,14,33558
714,15,33558
714,16,0
714,17,33558
714,18,33558
714,19,33558
714,20,33558
714,21,33558
714,22,33558
714,23,33558
714,24,33558
714,25,33558
714,26,33558
714,27,0
714,28,0
714,29,0
714,30,0
714,31,0
714,32,0
714,33,0
714,34,0
714,35,0
714,36,0
714,37,0
114,0,0
114,1,0
114,2,0
114,3,0
114,4,0
114,5,0
114,6,0
114,7,0
114,8,0
114,9,0
114,10,0
114,11,0
114,12,0
114,13,5130
114,14,5130
114,15,5130
114,16,5130
114,17,5130
114,18,5130
114,19,5130
114,20,5130
114,21,5130
114,22,5130
114,23,5130
114,24,5130
114,25,5130
114,26,0
114,27,0
114,28,0
114,29,0
114,30,0
114,31,0
114,32,0
114,33,0
114,34,0
114,35,0
114,36,0
114,37,0
314,0,0
314,1,0
314,2,0
314,3,0
314,4,0
314,5,0
314,6,0
314,7,0
314,8,0
314,9,0
314,10,0
314,11,0
314,12,0
314,13,0
314,14,0
314,15,0
314,16,0
314,17,0
314,18,0
314,19,0
314,20,0
314,21,15072
314,22,15072
314,23,15072
314,24,15072
314,25,15072
314,26,15072
314,27,15072
314,28,15072
314,29,15072
314,30,15072
314,31,15072
314,32,15072
314,33,0
314,34,0
314,35,0
314,36,0
314,37,0
614,0,0
614,1,0
614,2,0
614,3,0
614,4,0
614,5,0
614,6,0
614,7,0
614,8,0
614,9,0
614,10,0
614,11,0
614,12,0
614,13,0
614,14,0
614,15,0
614,16,0
614,17,0
614,18,0
614,19,0
614,20,0
614,21,0
614,22,0
614,23,0
614,24,0
614,25,0
614,26,0
614,27,0
614,28,0
614,29,9824
614,30,9824
614,31,9824
614,32,9824
614,33,9824
614,34,9824
614,35,9824
614,36,9824
614,37,9824
412,0,23484
412,1,23484
412,2,23484
412,3,23484
412,4,23484
412,5,23484
