Xval_orig_1,Xval_orig_2,Xval_orig_3,Xval_bias,Xval_norm_1,Xval_norm_2,Xval_norm_3,yval_loss,yval_def,pred_log,pval,pred_loss,pred_comb,pred_log_ok,pred_loss_05,pred_loss_25,pred_loss_50,pred_loss_75,pred_loss_85
14.05,958554.98,958562,1,-0.198252830053618,-0.423477755964578,-0.423556403749148,0,0,0,0.319158063003613,0.7140879249921,0,1,1,1,1,1,1
617.97,1275789.02,1276097.12,1,-0.0937791020152235,-0.382268050952954,-0.382312933579982,0,0,0,0.320445870541185,0.711074203944349,0,1,1,1,1,1,1
1492.59,461315.71,462035.59,1,0.0575237394487797,-0.488070709598732,-0.488048394994205,0,0,0,0.322840413761249,0.728317903957759,0,1,1,1,1,1,1
663.36,3458790.33,3459120.12,1,-0.0859269651168549,-0.0986892772971082,-0.0987680961487604,0,0,0,0.312023972220329,0.660685808683496,0,1,1,1,1,1,1
189.52,106076.25,106170.56,1,-0.167897807767724,-0.534217438856061,-0.534270396355989,0,0,0,0.323180889263631,0.734965380428775,0,1,1,1,1,1,1
469.47,376695.64,376812.94,1,-0.119468512224691,-0.499063124292827,-0.499117651909825,0,0,0,0.302252748604602,0.693183833794592,0,1,1,1,1,1,1
1259.13,952271.44,952896.63,1,0.0171368727315927,-0.42429400768154,-0.424292257844885,0,0,0,0.3239279219104,0.722299908240529,0,1,1,1,1,1,1
468.68,539667.67,539893.9,1,-0.119605176427152,-0.477892542215804,-0.477935665145907,0,0,0,0.321327134194964,0.724610855045512,0,1,1,1,1,1,1
249.44,95906.29,96027.96,1,-0.157532087500039,-0.535538548821373,-0.535587781407878,0,0,0,0.323010544172746,0.7348191045362,0,1,1,1,1,1,1
397.5,404737.26,404934.93,1,-0.131918794061562,-0.495420429176476,-0.495464989943921,0,0,0,0.322826071565927,0.729448341882744,0,1,1,1,1,1,1
294.67,1653471.17,1657373.02,1,-0.149707629427485,-0.333205945292237,-0.33279040766892,20,1,1,0.916048876495047,1.9089171241726,1.9089171241726,1,0,1,1,1,1
56.2,362008.91,362036.81,1,-0.190961189378002,-0.500970976964896,-0.501036869150647,0,0,0,0.321632336067065,0.728121400893315,0,1,1,1,1,1,1
1460.57,620958.72,621671.1,1,0.05198451443257,-0.467332577747346,-0.467313925072816,0,0,0,0.323636888181922,0.727127497169931,0,1,1,1,1,1,1
131.05,405956.48,406021.62,1,-0.178012688676462,-0.495262048642835,-0.495323843772127,0,0,0,0.32176046337185,0.727616528391763,0,1,1,1,1,1,1
21114.98,30722297.02,30733488.66,1,3.45205320746328,3.44292645939163,3.44379943232598,0,0,0,0.419163647172583,0.391496852093042,0,1,1,1,1,1,1
874.47,5346425.27,5346965.91,1,-0.0494064843806886,0.146520470834067,0.146437257904204,0,0,0,0.324831313047708,0.652601549832582,0,1,1,1,1,1,1
403.15,1898132.97,1898320.36,1,-0.130941385524973,-0.301423603757851,-0.301494642874053,0,0,0,0.314662420661859,0.690786539335249,0,1,1,1,1,1,1
978.32,2957395.85,2957877.92,1,-0.0314411965001957,-0.163822005850629,-0.163872604031943,0,0,0,0.314396181401438,0.672986507094322,0,1,1,1,1,1,1
22.51,1055781.75,1055793,1,-0.196789312138655,-0.410847691073266,-0.410927426368573,0,0,0,0.318817937173786,0.711907120810679,0,1,1,1,1,1,1
4.11,876634.95,876637,1,-0.19997237710737,-0.434119426924111,-0.434197341021248,0,0,0,0.319432308847259,0.71590400222567,0,1,1,1,1,1,1
191.04,1897941.93,1898287.64,1,-0.167634858922483,-0.301448420457993,-0.301498892754646,0,0,0,0.363399999835664,0.774290668999924,0,1,1,1,1,1,1
19.71,1082313.15,1082323,1,-0.197273691590416,-0.40740117831081,-0.407481542135081,0,0,0,0.318702506178805,0.71127314839066,0,1,1,1,1,1,1
6106.04,542048.99,554954.35,1,0.855616732922638,-0.477583201217157,-0.475979518624826,5,1,1,0.999524733023637,3.94195229887441,3.94195229887441,1,1,1,1,1,1
8413.54,20372486.24,20376537.75,1,1.25479729897211,2.09845330900106,2.09857312822424,0,0,0,0.256605030104801,0.279706534876823,0,1,1,1,1,1,1
30.14,1640307.94,1640323,1,-0.195469378132606,-0.334915890496415,-0.335004972127975,0,0,0,0.316585245840729,0.698465595712037,0,1,1,1,1,1,1
212.89,8112274.27,8113775.76,1,-0.163854969272133,0.505813002608702,0.505808024552724,0,0,1,0.572115375877767,0.9995325211828,0.9995325211828,0,1,1,1,1,1
256.5,1320481.76,1320609.8,1,-0.156310759310956,-0.37646232269138,-0.376531345106462,0,0,0,0.318790311335225,0.70750905006139,0,1,1,1,1,1,1
391.34,633384.34,633578.46,1,-0.132984428855436,-0.465718450414773,-0.465767321827942,0,0,0,0.321819338084198,0.723970202715464,0,1,1,1,1,1,1
1724.37,538532.91,539202.51,1,0.0976199784949103,-0.47803995112835,-0.478025467252963,0,0,0,0.293800630843259,0.674801145592937,0,1,1,1,1,1,1
665.3,5271608.36,5271939.97,1,-0.0855913593538491,0.136801517625322,0.136692414189583,0,0,0,0.305268391041263,0.619112339094784,0,1,1,1,1,1,1
57.74,3413177.14,3413205.99,1,-0.190694780679533,-0.104614574924498,-0.104731713814101,0,0,0,0.309885668083476,0.657733006068952,0,1,1,1,1,1,1
1656.39,31380.81,32176.62,1,0.0858599373767985,-0.543920612727672,-0.543881197381995,0,0,0,0.324157158768351,0.737570378809096,0,1,1,1,1,1,1
68.65,19260077.68,19260111.99,1,-0.188807430744279,1.95394791919483,1.9535646878078,0,0,0,0.252792064019463,0.291878480328705,0,1,1,1,1,1,1
472.32,5920958.35,5921390.7,1,-0.118975483139863,0.221154134819873,0.221047183542649,0,0,0,0.338006091470003,0.666145866929241,0,1,1,1,1,1,1
10989.22,21101984.58,21115037.97,1,1.7003710369406,2.19321745032041,2.1944942086814,2,1,1,0.995749374267905,2.76593957655041,2.76593957655041,1,1,1,1,1,1
596.73,284512.64,284808.06,1,-0.0974534661421533,-0.511037987510805,-0.511067827763437,0,0,0,0.323843673388058,0.733140099011962,0,1,1,1,1,1,1
0.01,674230,674363.6,1,-0.200681647018877,-0.460412470011141,-0.460469889830702,0,0,0,0.345108860510486,0.763558345251113,0,1,1,1,1,1,1
243.72,757119.15,757240.04,1,-0.158521605522922,-0.449644907298879,-0.449705373512423,0,0,0,0.320785808998051,0.720176389895641,0,1,1,1,1,1,1
47748.67,19369662.84,19381506.44,1,8.05948612195347,1.9681833780291,1.96933216693665,0,0,0,3.64640794807177e-05,0,0,1,1,1,1,1,1
1.56,514584.23,514585,1,-0.200413508393795,-0.481150960395255,-0.481222945186504,0,0,0,0.32082902458261,0.724243522490042,0,1,1,1,1,1,1
321.57,2786512.22,2786672.27,1,-0.145054126837353,-0.186020329787164,-0.186109876931292,0,0,0,0.313315941294807,0.673981336849977,0,1,1,1,1,1,1
2602.67,47150.67,48399.96,1,0.249559432952657,-0.54187205804333,-0.541774007351065,0,0,0,0.324710409262851,0.738077034888192,0,1,1,1,1,1,1
3834.09,196218.96,198075.96,1,0.462586055983919,-0.522507615761262,-0.522333141594105,0,0,0,0.328175392937493,0.741429017702785,0,1,1,1,1,1,1
1489.87,122834.07,126135.22,1,0.0570531994099262,-0.532040545043411,-0.531677260015204,1,1,1,0.807666196672859,1.56757289128859,1.56757289128859,1,1,1,1,1,1
433608.38,19104716.82,19314250.15,1,74.8103842599749,1.93376605217024,1.96059649451621,0,0,1,0.840697754406511,1.25345883069349,1.25345883069349,0,1,1,1,1,1
282.88,2610296.57,2610436.05,1,-0.151747212904722,-0.208911299983589,-0.209000552086521,0,0,0,0.313602517321263,0.677361765670071,0,1,1,1,1,1,1
1953.69,5676797.66,5681005.67,1,0.137290655594137,0.18943688905919,0.189824455127854,6,1,1,0.871255556682122,1.66014443704472,1.66014443704472,1,1,1,1,1,1
465.12,779209.45,779440.78,1,-0.120221030301534,-0.446775307470884,-0.446821800955399,0,0,0,0.321637772672023,0.721267197420048,0,1,1,1,1,1,1
1655.15,10293879.43,10295197.3,1,0.0856454264767329,0.789210411964386,0.789144854228025,0,0,0,0.3824524857112,0.668850811308175,0,1,1,1,1,1,1
990.15,369421.93,369911.11,1,-0.0293946933165055,-0.500008002224085,-0.500014105252427,0,0,0,0.324728263907978,0.73322314858865,0,1,1,1,1,1,1
243.67,622080.67,622518.04,1,-0.158530255155989,-0.46718683289431,-0.467203919147723,0,0,0,0.381814573806773,0.825190879533693,0,1,1,1,1,1,1
200.67,991004.67,991218.6,1,-0.165968939593747,-0.419262438615221,-0.419314757949696,0,0,0,0.340969268649514,0.751331291420001,0,1,1,1,1,1,1
5159.08,1872990.47,1876086.32,1,0.691799602337066,-0.304689694018073,-0.304382540645739,0,0,0,0.441474809252608,0.898343953571498,0,1,1,1,1,1,1
443,10827495.51,10827708.33,1,-0.124047627970446,0.858528828254956,0.858310755563779,0,0,0,0.28239074092018,0.486663791523824,0,1,1,1,1,1,1
2698.21,1203226.9,1204523.94,1,0.266087151817387,-0.391694099810189,-0.39160931098303,0,0,0,0.320615436991937,0.712101260492659,0,1,1,1,1,1,1
555.08,526533.97,531467.49,1,-0.104658610487098,-0.479598651379597,-0.479030140583673,2,1,1,0.959790960096939,2.22714225189975,2.22714225189975,1,1,1,1,1,1
0.72,2411002.65,2411003,1,-0.200558822229323,-0.23480021043535,-0.234904178269416,0,0,0,0.313482005565367,0.680444734989692,0,1,1,1,1,1,1
48.81,3504694.8,3504707,1,-0.192239605145328,-0.0927261414765798,-0.0928469837836609,0,0,0,0.307313480038619,0.651628843288762,0,1,1,1,1,1,1
1510.91,824068.55,824899.78,1,0.0606929650045875,-0.440947968519216,-0.440917298453691,0,0,0,0.340512525213934,0.752979899671573,0,1,1,1,1,1,1
610.62,373065.2,374085.76,1,-0.0950505980760961,-0.499534729929669,-0.49947187530085,0,0,1,0.466523361895412,0.962418704388256,0.962418704388256,0,1,1,1,1,1
591.35,1481865.33,1482153.24,1,-0.0983841666601799,-0.355498086591676,-0.355549061166769,0,0,0,0.318270411252561,0.70389793907691,0,1,1,1,1,1,1
486.75,725074.63,725313.49,1,-0.11647919903668,-0.453807591783933,-0.453852195799449,0,0,0,0.321343268969925,0.721624286814176,0,1,1,1,1,1,1
18.57,2485126.72,2485521.6,1,-0.197470903224347,-0.22517125933363,-0.225225231083517,0,0,0,0.386771290895393,0.803011665178133,0,1,1,1,1,1,1
42.35,535094.83,535116,1,-0.193357137737605,-0.478486568592876,-0.478556249023751,0,0,0,0.320931526636169,0.72408186794928,0,1,1,1,1,1,1
1627.59,705695.71,710126.02,1,0.0808777487301139,-0.456324974775506,-0.455824840481681,9,1,1,0.910362188256859,1.89651732961852,1.89651732961852,1,0,1,1,1,1
20894.33,6309442.84,6319573.29,1,3.4138823767379,0.271619498607729,0.272765657305634,0,0,0,0.333360916534106,0.647439204452212,0,1,1,1,1,1,1
0.01,516635,516635,1,-0.200681647018877,-0.480884558886934,-0.48095667821784,0,0,0,0.320815053492405,0.724185981597657,0,1,1,1,1,1,1
61,607108.51,607138.95,1,-0.190130824603554,-0.469131763826019,-0.469201452647778,0,0,0,0.320723866805514,0.722543116973839,0,1,1,1,1,1,1
947.01,772285.5,772754.07,1,-0.0368575967268518,-0.447674750472067,-0.447690313151514,0,0,0,0.323134435096774,0.723900973248647,0,1,1,1,1,1,1
604.14,961835.94,962128.73,1,-0.0961715905216001,-0.423051548884925,-0.42309313429298,0,0,0,0.320071127354275,0.71551611570203,0,1,1,1,1,1,1
45.17,1137774.92,1138197.07,1,-0.192869298432617,-0.400196518996436,-0.40022426445419,0,0,0,0.395432353182589,0.838824868330221,0,1,1,1,1,1,1
645.29,1428836.36,1429157.77,1,-0.0890529425073268,-0.362386717492604,-0.362432448069125,0,0,0,0.319907648177787,0.707635207385806,0,1,1,1,1,1,1
172.52,1745957.75,1746041.21,1,-0.170838683010559,-0.321191646072223,-0.321273622221002,0,0,0,0.316298506905501,0.696211057564824,0,1,1,1,1,1,1
271.03,980277.49,980412.5,1,-0.153797175941639,-0.420655933220675,-0.420718322579004,0,0,0,0.320123402588841,0.715380686347316,0,1,1,1,1,1,1
552.1,8113030.96,8113689.75,1,-0.105174128617901,0.505911299032646,0.50579685302981,0,0,0,0.365159898048544,0.676191670218941,0,1,1,1,1,1,1
60.56,18636241.23,18636513.47,1,-0.190206941374545,1.87290959152987,1.8725677670352,0,0,0,0.295357589639003,0.384124789469752,0,1,1,1,1,1,1
510.07,572264.97,572518.09,1,-0.112445010174156,-0.473658049860647,-0.473698228962287,0,0,0,0.322520459897665,0.726167484484222,0,1,1,1,1,1,1
3268.61,959526.7,961955.64,1,0.364762165847558,-0.423351526463627,-0.423115616317178,0,0,1,0.494093488340335,0.994658039340493,0.994658039340493,0,1,1,1,1,1
238.76,85909.63,86025.73,1,-0.159379649123184,-0.536837146568643,-0.536886934316162,0,0,0,0.322959691514857,0.734894638358128,0,1,1,1,1,1,1
64.46,487469.89,487486,1,-0.189532269995307,-0.48467319890719,-0.484742734739591,0,0,0,0.31827091944111,0.720161754956507,0,1,1,1,1,1,1
5.31,2260292.35,2260295,1,-0.199764785913758,-0.254377955009083,-0.254479086714991,0,0,0,0.314083336236082,0.683961496097936,0,1,1,1,1,1,1
2292.17,614511.92,615635.46,1,0.195845211605588,-0.468170037454599,-0.468097872178546,0,0,0,0.326532591129864,0.732110169979023,0,1,1,1,1,1,1
1451.23,1662370.39,1663088.76,1,0.0503687629756244,-0.332049908471492,-0.332048011198934,0,0,0,0.321483180730642,0.706439896786492,0,1,1,1,1,1,1
203.71,3495742.15,3495843.85,1,-0.165443041903264,-0.0938891190232905,-0.093998185775522,0,0,0,0.310183204944918,0.656893620410699,0,1,1,1,1,1,1
19.06,575858.48,575868,1,-0.197386136820289,-0.473191241547591,-0.473263121459361,0,0,0,0.320668178834832,0.722961724688503,0,1,1,1,1,1,1
306.09,503834.96,503983.42,1,-0.147732053234946,-0.482547324561567,-0.482599945464382,0,0,0,0.321388645777958,0.725336016412029,0,1,1,1,1,1,1
75.7,40388.16,41174.55,1,-0.187587832481809,-0.542750529477979,-0.542712489311092,0,0,1,0.472249887243431,0.976748226046766,0.976748226046766,0,1,1,1,1,1
232.02,1255788,1255901.38,1,-0.160545619660637,-0.384866246701845,-0.38493608405302,0,0,0,0.31849153467067,0.708037599302088,0,1,1,1,1,1,1
88.56,594709.73,594753.96,1,-0.185363146856935,-0.470742404557713,-0.470810093498624,0,0,0,0.320896623468923,0.723042354147992,0,1,1,1,1,1,1
571.39,11218629.31,11220632.41,1,-0.10183710018059,0.909338345789946,0.909346220781696,0,0,1,0.625528057804794,1.0343094068121,1.0343094068121,0,1,1,1,1,1
395.19,2257443.41,2257640.11,1,-0.132318407109265,-0.254748041324523,-0.254823920623497,0,0,0,0.315650453564011,0.686707339333111,0,1,1,1,1,1,1
428.05,366198.48,366507.77,1,-0.126633868257527,-0.50042673857287,-0.50045615258176,0,0,0,0.341062697178962,0.761588328927019,0,1,1,1,1,1,1
477.16,1862124.43,1862354.32,1,-0.118138198658962,-0.306101226976656,-0.30616613967681,0,0,0,0.316124512580988,0.693950270234041,0,1,1,1,1,1,1
85.69,2970547.16,2970589.99,1,-0.18585963579499,-0.162113609092146,-0.16222147996153,0,0,0,0.311704092631064,0.668168568367264,0,1,1,1,1,1,1
614.19,3152810.41,3153375.22,1,-0.0944330142751008,-0.138437036530892,-0.138480177957301,0,0,0,0.361672429440892,0.7509554013252,0,1,1,1,1,1,1
1791.01,230681.5,231541.22,1,0.109148209446822,-0.518030822831502,-0.517986461918127,0,0,0,0.323353427671178,0.732897808874895,0,1,1,1,1,1,1
34.7,118096.16,118199.5,1,-0.194680531596881,-0.532656014535499,-0.532708001531578,0,0,0,0.338508073421133,0.761338539351755,0,1,1,1,1,1,1
108.31,7582097.85,7588996.79,1,-0.181946541795407,0.436941409029656,0.437646412084155,0,0,1,0.992431479815837,2.76548483566898,2.76548483566898,0,1,1,1,1,1
438.44,1352295.79,1352595.09,1,-0.124836474506171,-0.372329579586223,-0.372376893296637,0,0,0,0.334313720048464,0.734007567026197,0,1,1,1,1,1,1
108.13,2453795.44,2455801.04,1,-0.181977680474449,-0.229241291687146,-0.229085525433858,19,1,1,0.702040067623294,1.3085599081611,1.3085599081611,1,0,1,1,1,1
199.62,120048.2,120146.27,1,-0.166150581888158,-0.5324024383664,-0.532455142728365,0,0,0,0.322934354746651,0.7343042821567,0,1,1,1,1,1,1
617.38,3609996.32,3610304.23,1,-0.0938811676854159,-0.0790471410248135,-0.079131347524429,0,0,0,0.31144252549481,0.657201632200298,0,1,1,1,1,1,1
362.18,7411387.92,7412771.39,1,-0.138028894860205,0.414765649272427,0.414757142298975,0,0,1,0.535990077093286,0.954826312759224,0.954826312759224,0,1,1,1,1,1
187.27,35159.37,35252.25,1,-0.168287041255746,-0.543429765834417,-0.543481715100614,0,0,0,0.323392190442872,0.736487691544426,0,1,1,1,1,1,1
33.66,9326099.18,9326116,1,-0.194860443964678,0.663492696997304,0.663274444403604,0,0,0,0.287642246886459,0.521010864777281,0,1,1,1,1,1,1
106.31,1600017.85,1600071,1,-0.182292527118093,-0.340149700600122,-0.340233156529276,0,0,0,0.317078741564623,0.699977165651035,0,1,1,1,1,1,1
409.78,844162.62,845138.96,1,-0.129794444180268,-0.438337685281065,-0.438288505718644,8,1,1,0.475165948133192,0.968105054174202,0.968105054174202,1,0,1,1,1,1
160.87,6719471.07,6719738.28,1,-0.172854047515207,0.324883462351149,0.324741617721633,0,0,0,0.331648316744797,0.642305578713263,0,1,1,1,1,1,1
1733.33,6400829.34,6401748.49,1,0.0991699927405455,0.283490893956869,0.283439092136544,0,0,0,0.3152365441306,0.618394788201954,0,1,1,1,1,1,1
457.85,1103198.32,1103959.77,1,-0.121478686949499,-0.404688128680898,-0.404671221569431,0,0,0,0.424631464581256,0.885568914399528,0,1,1,1,1,1,1
27.19,208241.91,208495.1,1,-0.195979706483568,-0.520945796535086,-0.520979837777575,0,0,0,0.367566365208127,0.808651776344277,0,1,1,1,1,1,1
589.84,338561.09,338906.37,1,-0.0986453855788081,-0.50401692293389,-0.504041197025119,0,0,0,0.333479625655966,0.74900074451466,0,1,1,1,1,1,1
596.43,19613499.79,19613796.63,1,-0.0975053639405563,1.99985856894,1.99950348632285,0,0,0,0.253418766532928,0.287295219228327,0,1,1,1,1,1,1
116.66,1455561.68,1459503.27,1,-0.180502053073191,-0.358915013908899,-0.358490982558102,0,0,1,0.923994296631385,1.95358134896639,1.95358134896639,0,1,1,1,1,1
830.09,21814872.96,21815287.56,1,-0.0570838986911006,2.28582390530871,2.28544705533387,0,0,0,0.247075670386873,0.238538077890553,0,1,1,1,1,1,1
197.74,1285231.14,1285326.15,1,-0.166475808091483,-0.381041489705351,-0.381114208779099,0,0,0,0.318001244469386,0.706700868445296,0,1,1,1,1,1,1
1771.43,3208157.29,3210529.53,1,0.105761013137722,-0.131247301790844,-0.131056614606185,0,0,1,0.619364517091565,1.15408938837135,1.15408938837135,0,1,1,1,1,1
125.13,1155060.44,1155123,1,-0.179036805231614,-0.397951075284997,-0.398025817589351,0,0,0,0.318887502692739,0.710395393745671,0,1,1,1,1,1,1
789.17,1145053.42,1145721.38,1,-0.0641627583932649,-0.399251018829029,-0.399246959471269,0,0,0,0.373908796916969,0.803691888338562,0,1,1,1,1,1,1
978.56,6348626.23,6351173.9,1,-0.0313996782614734,0.276709544881627,0.276870144443505,0,0,1,0.709907100579096,1.25964413868383,1.25964413868383,0,1,1,1,1,1
2380.3,8876229.86,8877394.65,1,0.211091054849766,0.605053249670088,0.604991676774647,0,0,0,0.294797108731862,0.541093573483977,0,1,1,1,1,1,1
271.51,448530.75,449229.11,1,-0.153714139464194,-0.489731516333676,-0.489711781632672,0,0,0,0.43275535139381,0.908952789777459,0,1,1,1,1,1,1
201.88,1472925.07,1473021.97,1,-0.165759618473522,-0.356659454638205,-0.356735088280405,0,0,0,0.317259397997306,0.702340161744246,0,1,1,1,1,1,1
71391.28,22192219.87,22227066.32,1,12.1494841469532,2.33484246223327,2.33893148566825,0,0,0,0.40294153064933,0.493474690932089,0,1,1,1,1,1,1
173.19,569757.91,570152.64,1,-0.170722777927459,-0.473983724882932,-0.474005468572544,0,0,0,0.380229617978187,0.823480467488253,0,1,1,1,1,1,1
60.43,2315551.29,2315742.7,1,-0.19022943042052,-0.247199643953135,-0.247277188666993,0,0,0,0.343996165345361,0.735002050877483,0,1,1,1,1,1,1
246.05,1097776.48,1097973.8,1,-0.158118532621992,-0.405392442842834,-0.40544871722134,0,0,0,0.333371318827849,0.736558638461361,0,1,1,1,1,1,1
91.87,2531514.07,2536569.55,1,-0.184790541147889,-0.21914539587405,-0.218594800399119,2,1,1,0.968456785331407,2.29114612668172,2.29114612668172,1,1,1,1,1,1
889.34,17580529.84,17583774.58,1,-0.046834083506515,1.73576934340482,1.73583138018881,0,0,1,0.788409619803587,1.23837497670957,1.23837497670957,0,1,1,1,1,1
1789.08,1315211.47,1316096.27,1,0.10881433361043,-0.377146950029057,-0.377117590936255,0,0,0,0.323889522965012,0.716223987930903,0,1,1,1,1,1,1
80.42,845775.3,845976.7,1,-0.186771307120269,-0.438128193049152,-0.438179694747752,0,0,0,0.350042610112389,0.769092845497653,0,1,1,1,1,1,1
330.99,294000.51,294165.03,1,-0.143424535967499,-0.509805483193523,-0.509852485305982,0,0,0,0.322981332089029,0.731533224114173,0,1,1,1,1,1,1
134.68,4760623.17,4761467.7,1,-0.177384725315786,0.0704229255132997,0.0703890464237386,11,1,0,0.457542185833752,0.877420249185008,0,0,0,1,1,1,1
0.57,559630.72,559631,1,-0.200584771128525,-0.475299278889988,-0.475372085737507,0,0,0,0.320650055485873,0.723197378610848,0,1,1,1,1,1,1
591.49,1551281.76,1551765.12,1,-0.0983599476875918,-0.346480672813319,-0.346507429815253,0,0,0,0.354611137308968,0.765197234397988,0,1,1,1,1,1,1
33.57,336369.22,336386,1,-0.194876013304199,-0.504301653778423,-0.504368558625027,0,0,0,0.321667284792491,0.728604064627916,0,1,1,1,1,1,1
50.12,16929.95,17002.99,1,-0.192012984758968,-0.54579782514083,-0.545852044437474,0,0,0,0.331865820166869,0.751554965929245,0,1,1,1,1,1,1
4132.88,517164.57,528761.61,1,0.514274533266659,-0.480815766069231,-0.479381597395951,18,1,1,0.999352030369134,3.82393131242043,3.82393131242043,1,0,1,1,1,1
733.16,1768291.93,1769202.46,1,-0.0738520773550985,-0.318290365460985,-0.318265292548821,4,1,0,0.425444686191426,0.875983489470855,0,0,1,1,1,1,1
545.47,10740709.27,10740980.54,1,-0.106321069962607,0.847255021227602,0.847046001543176,0,0,0,0.284361668133898,0.491770382167942,0,1,1,1,1,1,1
7945.54,2819313.24,2823280.22,1,1.17383673346348,-0.181759373559766,-0.181355004796898,0,0,0,0.346645385820051,0.729607008996197,0,1,1,1,1,1,1
255.07,858776.97,871366.34,1,-0.156558138816676,-0.436439234999889,-0.43488192768518,6,1,1,0.999939828961786,4.73022693344342,4.73022693344342,1,1,1,1,1,1
1.19,29502.41,29503,1,-0.200477515678492,-0.544164622827892,-0.54422846406139,0,0,0,0.322721150762877,0.735443903474561,0,1,1,1,1,1,1
0.21,446772.9,446773,1,-0.200647048486608,-0.489959866607671,-0.49003079673726,0,0,0,0.32108818847159,0.725800770122987,0,1,1,1,1,1,1
295.72,8682376.65,8684041.68,1,-0.149525987133075,0.579871104652937,0.579877769845818,0,0,1,0.594977755412345,1.0263151546776,1.0263151546776,0,1,1,1,1,1
107.47,3463594.27,3463647.66,1,-0.182091855630935,-0.0980652302992087,-0.0981800306115382,0,0,0,0.30985165514283,0.656842528187696,0,1,1,1,1,1,1
52.04,2862468.99,2862880.6,1,-0.191680838849189,-0.176153305159744,-0.176211456923461,0,0,0,0.385333126950105,0.794551079853136,0,1,1,1,1,1,1
2766.19,9344576.41,9348048.09,1,0.277847192935499,0.665892947606387,0.666123122999101,0,0,1,0.711613511638711,1.21378426498836,1.21378426498836,0,1,1,1,1,1
1218.5,13499550.76,13500147.67,1,0.0101081809012178,1.2056372552928,1.20542408336889,0,0,0,0.275349069969846,0.429682709686403,0,1,1,1,1,1,1
0.24,4312253.45,4313178.7,1,-0.200641858706768,0.0121782809683935,0.0121624351479047,0,0,1,0.489830171089923,0.934379358298006,0.934379358298006,0,1,1,1,1,1
78.46,991822.28,991957.1,1,-0.187110372736502,-0.419156228490625,-0.419218836897814,0,0,0,0.337017461222356,0.744585937068223,0,1,1,1,1,1,1
742.4,782877.81,783248.08,1,-0.0722536251642871,-0.446298775906123,-0.446327284745743,0,0,0,0.322915136910058,0.723388884446422,0,1,1,1,1,1,1
222.26,1591345.88,1591453.15,1,-0.162234028035347,-0.341276216927215,-0.341352497405326,0,0,0,0.316923743849624,0.69981859003417,0,1,1,1,1,1,1
677.94,638722.04,639503.03,1,-0.0834047321144708,-0.46502506630492,-0.464997801196459,0,0,0,0.4092605062118,0.868831889369176,0,1,1,1,1,1,1
1547.46,4503384.28,4504133.74,1,0.067015846776682,0.0370067802143348,0.0369648837586029,0,0,0,0.307869117809855,0.636085884831658,0,1,1,1,1,1,1
367.3,1843356.36,1843538.94,1,-0.137143172434127,-0.308539258621487,-0.308610000260646,0,0,0,0.317096841005503,0.696000949281029,0,1,1,1,1,1,1
15.97,313206.52,314354.1,1,-0.197920684143839,-0.507310561757758,-0.50723020117474,6,1,1,0.552632564912713,1.09589116121788,1.09589116121788,1,1,1,1,1,1
0.32,673021.85,673022,1,-0.200628019293861,-0.460569412516774,-0.460644145325902,0,0,0,0.320206536969335,0.720575420634304,0,1,1,1,1,1,1
1.27,380205.37,380206,1,-0.200463676265585,-0.498607199266715,-0.498676939811925,0,0,0,0.321352428615734,0.727346023625387,0,1,1,1,1,1,1
347.74,649809.14,649982.73,1,-0.140526908890001,-0.46358481695326,-0.463636631464016,0,0,0,0.321793793274577,0.723668035130004,0,1,1,1,1,1,1
143.93,600872.04,600942.04,1,-0.175784543198361,-0.469941901001127,-0.470006346521331,0,0,0,0.320768422799258,0.722704840966799,0,1,1,1,1,1,1
3183.86,13252212.08,13257305.76,1,0.35010103779872,1.1735071785811,1.17388223983704,0,0,1,0.883817910294833,1.58168500687407,1.58168500687407,0,1,1,1,1,1
36.31,2227465.85,2227483.89,1,-0.194402013412118,-0.258642221169057,-0.2587408012507,0,0,0,0.314326299899774,0.684919995132873,0,1,1,1,1,1,1
39.25,762485.38,762504.98,1,-0.193893414987769,-0.448947817051803,-0.449021529798278,0,0,0,0.320028654368328,0.718800902522389,0,1,1,1,1,1,1
371.51,15589.75,17075.3,1,-0.136414873329872,-0.545971921359056,-0.545842652357228,16,1,1,0.588672105805419,1.1570443211599,1.1570443211599,1,0,1,1,1,1
399.35,425302.33,425497,1,-0.131598757638077,-0.492748961548843,-0.492794258213014,0,0,0,0.32203361320276,0.72772390069008,0,1,1,1,1,1,1
247.73,66425.14,66545.6,1,-0.157827904950936,-0.539368243437068,-0.539417136835324,0,0,0,0.323052964708919,0.73537258687702,0,1,1,1,1,1,1
3.2,4062590.71,4062745.5,1,-0.200129800429192,-0.0202536984868814,-0.0203654131529976,0,0,0,0.335220351722306,0.691646524364913,0,1,1,1,1,1,1
2382.58,32684.22,34109.43,1,0.211485478117628,-0.54375129564679,-0.543630151791896,0,0,0,0.378433151056704,0.828800842409919,0,1,1,1,1,1,1
3770.96,20847416.27,20854468.74,1,0.451665029273322,2.16014822180885,2.16064982868177,0,0,1,0.964574119094847,1.94687477545358,1.94687477545358,0,1,1,1,1,1
105.2,306934.91,307141.48,1,-0.182484548972184,-0.508125263729993,-0.508167021888655,0,0,0,0.350970328214671,0.779399955959661,0,1,1,1,1,1,1
